name,id,release_date,artists,total_tracks,t_name0,t_name1,t_name2,t_dur0,t_dur1,t_dur2,t_dance0,t_dance1,t_dance2,t_energy0,t_energy1,t_energy2,t_key0,t_key1,t_key2,t_mode0,t_mode1,t_mode2,t_speech0,t_speech1,t_speech2,t_acous0,t_acous1,t_acous2,t_ins0,t_ins1,t_ins2,t_live0,t_live1,t_live2,t_val0,t_val1,t_val2,t_tempo0,t_tempo1,t_tempo2,t_sig0,t_sig1,t_sig2,popularity
A Figure of Masayasu Tzboguchi,29524,2019-05-29,"坪口昌恭, ",10,Rain Of Zero Gravity,Jigzoo Ballad - (Short Version),Gondwana Line,122573,179586.0,495386.0,0.474,0.758,0.598,0.159,0.205,0.7090000000000001,0.0,0.0,5.0,0.0,0.0,1.0,0.0494,0.0557,0.051,0.7909999999999999,0.377,0.161,7.64e-05,0.938,0.0907,0.113,0.6579999999999999,0.0717,0.16899999999999998,0.562,0.6829999999999999,147.27700000000004,148.001,140.075,4.0,4.0,4.0,1
A Hard Day's Night (Remastered),88796,1964-07-10,"The Beatles, ",13,A Hard Day's Night - Remastered 2009,I Should Have Known Better - Remastered 2009,If I Fell - Remastered 2009,154200,163080.0,139466.0,0.59,0.682,0.665,0.805,0.444,0.31,0.0,7.0,2.0,1.0,1.0,1.0,0.0371,0.0289,0.0278,0.13699999999999998,0.257,0.68,0.0,0.0,0.0,0.0996,0.115,0.0877,0.797,0.91,0.568,138.514,130.704,108.211,4.0,4.0,4.0,67
A Hat in Time (Seal the Deal + Nyakuza Metro),155747,2019-05-30,"Pascal Michael Stiefel, ",35,Bon Voyage!,Ship Shape,Rock the Boat,286380,275591.0,73273.0,0.522,0.632,0.6509999999999999,0.484,0.5820000000000001,0.387,7.0,2.0,1.0,1.0,1.0,1.0,0.0286,0.212,0.122,0.698,0.125,0.376,0.772,0.0389,0.929,0.14800000000000002,0.0438,0.113,0.444,0.716,0.695,170.97299999999996,135.884,127.011,3.0,4.0,4.0,46
A Low Down Dirty Shame (Original Motion Picture Soundtrack),154076,1994-11-08,"Various Artists, ",18,Down 4 Whateva,Shame,I Can Go Deep,290720,254973.0,286946.0,0.6940000000000001,0.778,0.738,0.713,0.784,0.684,11.0,11.0,5.0,1.0,0.0,0.0,0.0563,0.0384,0.0274,0.0378,0.126,0.00526,1.95e-06,0.0049,0.0,0.225,0.168,0.17800000000000002,0.638,0.893,0.47,97.768,107.22,121.995,4.0,4.0,4.0,34
A P'kin,35873,2002,"Bose Krioro, ",8,Laat Haters Haten,Ju E Bruja Mi Ede,Libie Soema,418866,340893.0,488373.0,0.5760000000000001,0.585,0.535,0.7390000000000001,0.893,0.939,4.0,1.0,11.0,1.0,0.0,1.0,0.366,0.324,0.252,0.16899999999999998,0.0806,0.0715,0.0,0.0,0.0,0.0851,0.0757,0.308,0.479,0.5539999999999999,0.519,93.194,95.208,146.966,4.0,3.0,4.0,11
A Pesar De Todo,38318,1977,"Vicente Fernández, ",11,A Pesar de Todo,Los Mandados,De Que Tamaño Me Quieres,186226,178440.0,169626.0,0.546,0.7609999999999999,0.404,0.385,0.44,0.459,10.0,7.0,9.0,1.0,1.0,1.0,0.0279,0.0413,0.041,0.6659999999999999,0.482,0.542,0.00278,1.32e-05,4.88e-06,0.156,0.289,0.115,0.392,0.928,0.7829999999999999,87.03299999999999,118.302,167.99599999999995,4.0,4.0,3.0,54
A Piper For Janet,60234,2021-01-18,"Cosmo Pyke, ",4,A Piper For Janet,Fillet Mignon,Railroad Tracks,279754,343986.0,306222.0,0.6890000000000001,0.614,0.487,0.426,0.61,0.611,6.0,9.0,0.0,0.0,1.0,1.0,0.0429,0.108,0.0526,0.203,0.0653,0.0732,1.4800000000000002e-05,0.0,2.09e-05,0.234,0.0945,0.304,0.488,0.338,0.421,150.129,150.091,146.072,3.0,4.0,3.0,35
A Rush of Blood to the Head,40337,2002-08-08,"Coldplay, ",11,Politik,In My Place,God Put a Smile upon Your Face,318626,226680.0,297306.0,0.262,0.424,0.611,0.482,0.588,0.556,5.0,9.0,9.0,0.0,1.0,1.0,0.0294,0.0278,0.0288,0.0364,0.0553,0.175,0.000189,4.95e-06,7.140000000000001e-05,0.11,0.298,0.0359,0.063,0.193,0.252,170.968,144.636,126.532,4.0,4.0,4.0,77
A Sad Kind of Bliss,80346,2016-12-02,"[bsd.u], ",11,Intro,Bebop,Shootouts,12062,100562.0,87062.0,0.0,0.726,0.472,0.247,0.364,0.536,7.0,4.0,8.0,1.0,0.0,1.0,0.0,0.105,0.396,0.0492,0.0386,0.0165,1.23e-05,0.784,0.75,0.394,0.371,0.363,0.0,0.8340000000000001,0.807,0.0,76.977,173.058,0.0,4.0,4.0,43
A Simple Guide to Indian Classical Music - Flute,87672,2015-04-27,"Hariprasad Chaurasia, Ronu Majumdar, Rupak Kulkarni, ",10,Raaga Hemavati - Aalap - Vilambit Gat - Drut Gat,"Alaap, Jor, Jhala Vilambit Matta Taal - Drut Teen Taal - Raga Ahir Bhairav",Omkar Raag Haunsadhwani,3385073,2709836.0,202499.0,0.36,0.512,0.244,0.201,0.507,0.238,11.0,9.0,4.0,0.0,1.0,1.0,0.0481,0.114,0.0371,0.977,0.938,0.976,0.0721,0.691,0.0858,0.862,0.542,0.235,0.134,0.177,0.0952,90.107,96.844,142.863,4.0,4.0,5.0,20
A Thousand Memories,18697,1995-01-01,"Rhett Akins, ",10,Heart To Heart,What They're Talkin' About,Old Dirt Road,231333,207893.0,206466.0,0.57,0.647,0.53,0.578,0.898,0.8270000000000001,8.0,2.0,7.0,1.0,1.0,1.0,0.0274,0.0397,0.0348,0.193,0.157,0.266,0.0,5.34e-06,8.400000000000001e-06,0.106,0.0598,0.129,0.5529999999999999,0.6579999999999999,0.946,75.555,130.395,163.83700000000005,4.0,4.0,4.0,52
A Wind of Knives,10152,2020-12-02,"Zygote, ",7,Motion,Scarred,In the Red,339854,321333.0,229512.0,0.175,0.232,0.229,0.909,0.952,0.908,4.0,9.0,4.0,0.0,0.0,1.0,0.0586,0.0793,0.0664,0.000998,0.000114,0.0008939999999999998,0.0199,0.0402,0.0403,0.35100000000000003,0.7020000000000001,0.509,0.28,0.248,0.324,93.921,103.795,100.899,4.0,4.0,4.0,3
A Woman,654,2021-05-21,"Qveen Herby, ",12,Balenciaga Dreams,Faster,A Woman,182750,173500.0,201511.0,0.336,0.923,0.8220000000000001,0.514,0.713,0.569,6.0,5.0,7.0,0.0,0.0,1.0,0.0618,0.0662,0.0419,0.14400000000000002,0.008459999999999999,0.0446,9.09e-06,0.0,0.0,0.188,0.115,0.322,0.0812,0.491,0.16,79.613,130.939,127.996,4.0,4.0,4.0,51
A World of Worship: Songs from Congress WBN - Volume 1,77195,2017-09-22,"Congress MusicFactory, ",13,New Destination,Holy Partnership,Exceeding Great Reward,492068,426057.0,471066.0,0.26,0.251,0.388,0.7140000000000001,0.895,0.718,9.0,9.0,0.0,0.0,1.0,1.0,0.0346,0.0584,0.0412,0.00583,0.0198,0.0657,3.3e-06,0.0,0.0,0.28600000000000003,0.589,0.16699999999999998,0.273,0.557,0.387,81.80199999999998,201.826,82.012,4.0,4.0,4.0,6
A l'rh,101705,2011-09-11,"Rhedji, ",18,Rhedji - Intro,La nouveauté,Etat des lieux entrants,135575,237087.0,261224.0,0.763,0.7879999999999999,0.603,0.7759999999999999,0.633,0.792,1.0,0.0,2.0,0.0,1.0,1.0,0.345,0.443,0.33,0.228,0.272,0.483,0.0,0.0,0.0,0.807,0.0917,0.11,0.755,0.815,0.636,88.101,92.966,93.208,4.0,4.0,4.0,1
ABBA Gold,6698,2008-01-01,"ABBA, ",19,Dancing Queen,"Knowing Me, Knowing You",Take A Chance On Me,231093,241813.0,246813.0,0.512,0.511,0.645,0.93,0.821,0.782,9.0,2.0,11.0,1.0,1.0,1.0,0.0508,0.0339,0.027000000000000003,0.168,0.019,0.0321,0.00119,5.82e-06,0.0,0.561,0.218,0.4920000000000001,0.677,0.85,0.79,100.542,107.107,106.686,4.0,4.0,4.0,72
ABC and Phonics Songs,25858,2004-04-01,"The Kiboomers, ",39,Introduction to ABC and Phonics,London Bridge,If You're Happy and You Know It,137586,46720.0,62213.0,0.748,0.759,0.615,0.762,0.762,0.456,7.0,4.0,1.0,1.0,0.0,1.0,0.0594,0.116,0.0251,0.17800000000000002,0.105,0.7290000000000001,0.0,0.0,0.000149,0.341,0.196,0.0861,0.916,0.792,0.794,95.543,89.986,67.86399999999999,4.0,4.0,4.0,43
AD:PIANO ff / pp,47891,2021-01-05,"Various Artists, ",22,The eve of epokhe,For (n) tarv,Collapsar,236757,247766.0,293367.0,0.443,0.28300000000000003,0.409,0.8370000000000001,0.936,0.995,7.0,1.0,1.0,1.0,0.0,1.0,0.0371,0.0365,0.121,0.00165,0.00239,0.013,0.0602,0.0147,0.00719,0.325,0.0523,0.11,0.583,0.782,0.107,157.691,96.602,93.954,4.0,4.0,4.0,14
ADULT,132084,2016-03-05,"MASA WORKS DESIGN, ",15,Wayashino nanatsuno oiwaini,Watashito hitotsuno shinnzouwo,Watashiha futarino oiwaini,224400,223031.0,227163.0,0.416,0.516,0.477,0.981,0.955,0.995,6.0,5.0,7.0,0.0,1.0,1.0,0.0495,0.0495,0.0857,0.112,0.00494,0.0235,0.0,0.0,0.0,0.0804,0.0868,0.355,0.78,0.597,0.423,75.0,79.995,160.002,4.0,4.0,4.0,39
ALBUMDiV£RSO,3310,2021-01-16,"V£RSO, ",11,Cerco la calma,Lontano,Silenzio,202139,208423.0,186475.0,0.7070000000000001,0.785,0.757,0.343,0.388,0.498,1.0,10.0,4.0,0.0,0.0,1.0,0.081,0.17,0.122,0.217,0.24,0.0133,0.0,1.17e-06,0.000226,0.0791,0.108,0.103,0.199,0.726,0.359,144.94899999999996,145.012,139.954,4.0,4.0,4.0,17
"ALL ATX, Vol. 5: Back to the Armadillo",9794,2018-02-08,"Various Artists, ",19,Tush,Let It Rain,Bell Bottom Blues,164586,245560.0,292693.0,0.457,0.5820000000000001,0.381,0.792,0.787,0.647,9.0,2.0,0.0,0.0,1.0,1.0,0.0542,0.0363,0.0405,0.0117,0.531,0.213,0.00122,0.318,0.00984,0.172,0.166,0.13699999999999998,0.625,0.715,0.2,107.797,125.98,121.152,3.0,4.0,4.0,7
AOP,152160,2016-08-13,"AOP, ",12,hanamarupippiwayoikodake,miraietsunage - AOP Version,Never Say Never,192560,222093.0,260440.0,0.6509999999999999,0.5670000000000001,0.617,0.967,0.948,0.957,5.0,5.0,6.0,0.0,0.0,0.0,0.0512,0.0623,0.121,0.371,0.0892,0.0367,0.0,0.0,0.0,0.14,0.326,0.0181,0.967,0.887,0.8859999999999999,172.063,90.035,154.017,4.0,4.0,4.0,25
"ASMR: Calm Ocean Sounds for Sleep, Study and Relaxation",92694,2019-09-13,"ASMR Ocean Sounds, ",22,Super Calm Ocean Waves for Sleep,Deep Sleep Ocean Waves,Ocean Waves Sounds to Sleep,165003,168634.0,148650.0,0.0959,0.118,0.172,0.995,0.987,0.989,6.0,4.0,3.0,1.0,1.0,1.0,0.0469,0.0518,0.0483,0.511,0.624,0.401,0.991,0.991,0.968,0.946,0.958,0.975,1e-05,1e-05,1e-05,89.56,80.892,77.5,4.0,4.0,4.0,39
ATLAS,8826,2017-10-13,"The Score, ",12,Never Going Back,Legend,Only One,197680,189120.0,227853.0,0.546,0.601,0.52,0.619,0.757,0.523,6.0,2.0,9.0,0.0,1.0,1.0,0.042,0.028,0.0416,0.0122,0.0139,0.029,0.0,8.85e-05,0.0,0.0585,0.0727,0.0713,0.625,0.462,0.16399999999999998,159.982,82.001,67.51899999999999,4.0,4.0,4.0,72
AVATAR Music From The Motion Picture Music Composed and Conducted by James Horner,62755,2009-12-07,"Various Artists, ",14,"""You don't dream in cryo. ....""",Jake enters his avatar world,Pure spirits of the forest,369106,324520.0,529946.0,0.0993,0.21600000000000005,0.128,0.151,0.0822,0.0234,1.0,7.0,0.0,1.0,1.0,1.0,0.0498,0.0491,0.0375,0.46,0.536,0.535,0.893,0.521,0.189,0.0891,0.14,0.135,0.0305,0.0439,0.0365,79.729,101.021,97.173,3.0,3.0,4.0,52
AVW // INSTRUMENTAL,124266,2015-03-09,"Intervals, ",9,Ephemeral,Moment Marauder,Automaton,305095,287989.0,290706.0,0.521,0.266,0.468,0.868,0.8859999999999999,0.9,0.0,1.0,4.0,0.0,1.0,0.0,0.0629,0.0484,0.0442,1.11e-05,2.43e-05,2.09e-06,0.628,0.7490000000000001,0.905,0.336,0.0857,0.376,0.626,0.353,0.551,138.077,129.96,95.017,4.0,4.0,4.0,27
AWB R&B,141736,2016-02-26,"Average White Band, ",14,I Just Can't Give You Up,Let's Go Round Again,The Jugglers,269530,341929.0,313301.0,0.6829999999999999,0.602,0.6659999999999999,0.705,0.816,0.923,9.0,6.0,7.0,1.0,0.0,1.0,0.0397,0.071,0.0493,0.0326,0.00385,0.003820000000000001,0.000101,5.3e-06,0.00184,0.981,0.431,0.69,0.813,0.759,0.6779999999999999,126.169,127.728,110.878,4.0,4.0,4.0,30
Aadat,74727,2005,"Jal -The Band, ",12,Rangon Mein,Lamhay,Ik Din Aye Ga,275666,324773.0,258093.0,0.664,0.613,0.6629999999999999,0.799,0.7609999999999999,0.703,11.0,8.0,4.0,0.0,0.0,1.0,0.0282,0.0304,0.0262,0.00475,0.0734,0.00946,0.139,2.66e-06,0.0404,0.128,0.116,0.107,0.486,0.525,0.306,115.966,99.024,116.964,4.0,4.0,4.0,34
Aadukalam (Original Motion Picture Soundtrack),75783,2010-11-08,"G. V. Prakash, ",7,Yathe Yathe,Otha Sollaala,Porkkalam - Tamil Rap,344360,238986.0,260506.0,0.448,0.7070000000000001,0.8490000000000001,0.607,0.925,0.768,9.0,4.0,8.0,0.0,0.0,1.0,0.0611,0.185,0.234,0.7909999999999999,0.6809999999999999,0.279,0.0,0.000393,1.29e-06,0.0888,0.0748,0.332,0.484,0.956,0.774,139.509,79.932,98.0,4.0,4.0,4.0,56
Aakali Rajyam (Original Motion Picture Soundtrack),5390,1980-12-31,"M. S. Viswanathan, ",5,Kanne Pillavani,Saapatu Yetuledhu,Thuhe Raja,317520,364973.0,286906.0,0.472,0.458,0.522,0.7190000000000001,0.695,0.364,9.0,11.0,0.0,1.0,1.0,1.0,0.111,0.215,0.0405,0.918,0.657,0.924,0.128,0.5820000000000001,0.0387,0.523,0.303,0.268,0.609,0.7879999999999999,0.828,111.259,153.953,106.361,4.0,3.0,4.0,8
Aao Pyar Karen (Original Motion Picture Soundtrack),139639,1994-11-25,"Aadesh Shrivastava, ",6,Chand Se Parda,Hathon Mein Aa Gaya,Jab Do Dil Milte,381500,339025.0,401823.0,0.58,0.53,0.524,0.912,0.7140000000000001,0.688,7.0,9.0,8.0,1.0,0.0,0.0,0.0425,0.034,0.0307,0.429,0.67,0.6990000000000001,7.14e-06,0.0,0.00049,0.155,0.0541,0.0473,0.742,0.532,0.598,120.374,125.244,126.385,4.0,4.0,4.0,26
Aap Ki Khatir (Original Motion Picture Soundtrack),137936,2006-07-31,"Himesh Reshammiya, ",12,Aap Ki Khatir,I Love You for What You Are,Meethi Meethi Batan,296840,376453.0,325813.0,0.755,0.939,0.711,0.67,0.537,0.6809999999999999,8.0,5.0,8.0,0.0,0.0,0.0,0.0426,0.0404,0.0974,0.00309,0.0108,0.16399999999999998,0.0,0.0003,1.55e-05,0.0674,0.358,0.173,0.856,0.821,0.825,119.997,111.012,87.999,4.0,4.0,4.0,36
Aapka... Abhijeet Sawant,58789,2005-04-14,"Abhijeet Sawant, ",10,Mohabbatein Lutaaunga,Lafzon Mein,Jaana,356440,266973.0,314520.0,0.62,0.648,0.591,0.637,0.3670000000000001,0.37,8.0,3.0,0.0,1.0,0.0,1.0,0.0437,0.0474,0.0264,0.101,0.104,0.0775,3.44e-06,0.00929,1.02e-05,0.194,0.0769,0.0638,0.499,0.939,0.106,83.995,154.00799999999995,94.978,4.0,4.0,4.0,30
Aashiqui 2,2761,2013-04-06,"Mithoon, Ankit Tiwari, Jeet Gannguli, ",12,Tum Hi Ho,Sunn Raha Hai,Chahun Main Ya Naa,261974,390222.0,304899.0,0.528,0.394,0.645,0.449,0.6409999999999999,0.517,5.0,0.0,9.0,0.0,0.0,0.0,0.025,0.0312,0.0273,0.785,0.276,0.522,0.0,0.0,3.27e-06,0.122,0.0958,0.0905,0.317,0.335,0.259,94.058,81.932,106.906,4.0,4.0,4.0,65
Abd El Halim Hafez,144500,1957-01-01,"Abdel Halim Hafez, ",6,Bahlam Bek,Khosara,Awal Mara,541297,420872.0,215707.0,0.51,0.366,0.439,0.339,0.317,0.312,5.0,2.0,1.0,0.0,1.0,1.0,0.0354,0.0398,0.0378,0.8170000000000001,0.8370000000000001,0.79,0.0,0.0,0.0,0.301,0.109,0.219,0.49,0.4370000000000001,0.508,122.432,144.829,133.571,4.0,4.0,4.0,31
Abnormal,5366,2021-07-24,"Vorxdub, ",4,Abnormal,PilliZ,Percs per Hour,27480,38713.0,108225.0,0.906,0.653,0.532,0.669,0.6729999999999999,0.603,1.0,4.0,1.0,1.0,0.0,1.0,0.393,0.14400000000000002,0.0606,0.354,0.008320000000000001,0.0509,0.0255,0.309,0.585,0.118,0.219,0.252,0.331,0.511,0.151,104.773,149.06,142.1,4.0,4.0,4.0,22
About Us,93878,2012-05-30,"HNQO, Fabø, Rolldabeetz, ",4,About Me Feat. Lostcause - Original mix,It Doesn't Really Matter - Original mix,I Saw Your Face Feat. Carrol - Original mix,374237,374000.0,421000.0,0.813,0.8079999999999999,0.8140000000000001,0.593,0.458,0.7240000000000001,10.0,0.0,7.0,0.0,1.0,1.0,0.07,0.0838,0.0684,0.00243,0.000155,0.000321,0.911,0.857,0.923,0.183,0.0986,0.14300000000000002,0.387,0.478,0.6659999999999999,117.972,120.0,120.99,4.0,4.0,4.0,18
Absolute Garbage,70074,2007-01-01,"Garbage, ",18,Vow,Queer,Only Happy When It Rains,271360,276666.0,226400.0,0.493,0.537,0.473,0.917,0.664,0.8740000000000001,0.0,5.0,8.0,1.0,0.0,0.0,0.044,0.0305,0.0409,0.00031600000000000004,0.0131,6.14e-05,0.00536,0.000148,0.000606,0.578,0.175,0.111,0.454,0.39,0.444,126.31,95.07,121.475,4.0,4.0,4.0,45
Absolute Torch and Twang,148241,1989-05-19,"k.d.lang & The Reclines, ",12,Luck in My Eyes,Three Days,Trail of Broken Hearts,252040,197493.0,205600.0,0.73,0.508,0.647,0.7,0.615,0.462,9.0,7.0,9.0,1.0,1.0,1.0,0.0341,0.0539,0.0315,0.161,0.127,0.384,0.00305,0.0,2.62e-05,0.0391,0.114,0.116,0.961,0.35600000000000004,0.462,98.057,133.97799999999998,112.114,4.0,4.0,4.0,22
Absolution,82802,2004-03-23,"Muse, ",15,Intro,Apocalypse Please,Time is Running Out,22133,252866.0,237039.0,0.828,0.149,0.585,0.0704,0.885,0.8420000000000001,0.0,6.0,9.0,1.0,1.0,0.0,0.103,0.0429,0.0556,0.919,0.101,0.00242,0.234,0.00922,0.00686,0.378,0.247,0.0866,0.0,0.181,0.428,78.317,160.03,118.211,4.0,4.0,4.0,67
Absorbed,1248,2021-06-16,"DjHeutzii, ",10,Appoint Knowledge,Land Cooperative,Pasture Monster,214333,226882.0,214333.0,0.722,0.334,0.695,0.603,0.231,0.476,10.0,11.0,5.0,0.0,1.0,1.0,0.0694,0.0419,0.16699999999999998,0.0014,0.044,0.149,0.938,0.835,0.884,0.0462,0.113,0.0868,0.868,0.43,0.954,90.074,84.079,179.99900000000005,4.0,4.0,3.0,9
Acid Acetate Excursion/rape Of The Titan's Sirens,62780,2015-04-27,"JPT Scare Band, ",8,Sleeping Sickness,Acid Acetate Excursion,Slow Sick Shuffle,917506,472572.0,433400.0,0.3720000000000001,0.219,0.24,0.7490000000000001,0.655,0.7909999999999999,5.0,8.0,9.0,1.0,1.0,0.0,0.0728,0.0511,0.0769,0.158,0.0134,0.0148,0.0979,0.493,0.687,0.308,0.201,0.121,0.578,0.336,0.269,113.092,129.161,121.009,4.0,4.0,4.0,3
Acid Boy,3257,2018-10-23,"EkZer, ",6,Cave,Day X,Drunk and Tap,66666,208405.0,68565.0,0.774,0.738,0.804,0.5479999999999999,0.154,0.332,1.0,1.0,1.0,1.0,0.0,1.0,0.166,0.115,0.0771,0.0219,0.0348,9.34e-05,0.7,0.765,0.8490000000000001,0.0704,0.0944,0.185,0.318,0.407,0.196,125.969,152.023,126.048,4.0,4.0,3.0,30
Acuerdo de Paris,138650,2021-07-16,"Kzuz, ",5,Polución,Flama,Interludio,192500,177687.0,50000.0,0.488,0.7609999999999999,0.371,0.688,0.8170000000000001,0.105,9.0,8.0,0.0,0.0,0.0,0.0,0.229,0.262,0.0534,0.0242,0.0521,0.486,0.0,0.0,0.000126,0.0682,0.105,0.155,0.7170000000000001,0.8490000000000001,0.213,92.858,154.062,83.67399999999998,4.0,4.0,4.0,23
Acuérdate de Mi,54667,1998-06-23,"Banda Cuisillos, ",12,Es Amor Lo Que Hay En Ti,Corazón Malherido,Ya No Me Mires Así,227561,153216.0,184743.0,0.503,0.445,0.831,0.39,0.787,0.768,5.0,10.0,4.0,1.0,1.0,1.0,0.0285,0.056,0.0462,0.409,0.339,0.536,0.000152,0.000151,0.00468,0.389,0.205,0.073,0.172,0.935,0.858,100.19,205.138,115.658,4.0,4.0,4.0,55
"Acústico, Vol. 2",75874,2002-11-26,"Ednita Nazario, ",11,Espíritu Libre - Acústico Version,Quiero Que Me Hagas El Amor - Acustico,Te Sigo Esperando - Acústico Version,251680,321666.0,253413.0,0.52,0.399,0.519,0.6759999999999999,0.6,0.513,7.0,6.0,4.0,1.0,1.0,1.0,0.0682,0.0307,0.0397,0.13699999999999998,0.0744,0.42,0.0,0.0,0.0,0.701,0.989,0.7609999999999999,0.604,0.254,0.153,102.593,99.916,119.105,4.0,3.0,4.0,17
Adamé Nyingui,115701,2002-01-01,"Djely Fode Kouyaté, ",11,Loubouma kouma,Nyingui,Felele felele,382520,326933.0,328506.0,0.583,0.607,0.703,0.643,0.809,0.838,0.0,2.0,5.0,1.0,1.0,1.0,0.0297,0.0401,0.0332,0.517,0.245,0.23,0.0016600000000000002,0.0843,0.192,0.193,0.396,0.239,0.635,0.716,0.8190000000000001,166.046,93.364,126.027,4.0,4.0,4.0,19
Addict Remixed,35020,2020-04-24,"Silva Hound, ",8,Addict VIP,Addict (TAPS Remix),Addict (OMNIPONY'S CANDYFLIP),296653,219000.0,264299.0,0.74,0.672,0.421,0.73,0.797,0.959,5.0,11.0,5.0,0.0,0.0,1.0,0.0555,0.166,0.488,0.104,0.142,0.00399,0.000167,9.2e-05,0.051,0.501,0.177,0.6,0.746,0.366,0.272,123.992,75.02199999999998,164.929,4.0,4.0,4.0,50
Addiction Kills,56942,2017-04-21,"Jelly Roll, ",12,Hate Goes On,Wheels Fall Off,Only,163103,207269.0,198115.0,0.736,0.696,0.695,0.867,0.677,0.745,11.0,2.0,11.0,0.0,1.0,1.0,0.108,0.116,0.0292,0.0606,0.202,0.0124,0.0,0.0,0.0,0.0465,0.111,0.0863,0.65,0.0731,0.485,110.052,103.961,105.025,4.0,4.0,3.0,60
Adelitas Way,51216,2009-01-01,"Adelitas Way, ",11,Invincible,Scream,Dirty Little Thing,190133,214346.0,211240.0,0.405,0.5,0.401,0.962,0.967,0.892,11.0,1.0,4.0,1.0,1.0,0.0,0.0842,0.0622,0.0592,0.000213,0.0005200000000000001,0.005370000000000001,2.31e-06,0.0,0.0,0.108,0.333,0.38,0.489,0.399,0.528,170.023,99.948,160.922,4.0,4.0,4.0,56
Adema,101313,2001-08-20,"Adema, ",12,Everyone,Blow It Away,Giving In,209426,182906.0,274733.0,0.544,0.531,0.383,0.866,0.92,0.962,5.0,1.0,1.0,1.0,1.0,1.0,0.0644,0.0564,0.111,1.25e-05,9.93e-06,0.000171,0.00998,0.007390000000000002,0.0122,0.0969,0.11,0.114,0.424,0.602,0.196,91.988,96.028,152.326,4.0,4.0,4.0,47
Adentro,149273,2005,"Ricardo Arjona, ",16,Para Bien o Para Mal,De Vez en Mes,Para Que Me Quieras Como Quiero,319960,262346.0,277613.0,0.446,0.68,0.58,0.545,0.565,0.758,4.0,7.0,9.0,1.0,1.0,0.0,0.0349,0.0341,0.0375,0.158,0.096,0.071,0.000269,0.0,0.0,0.194,0.0783,0.28300000000000003,0.0463,0.359,0.682,173.685,96.09,91.975,4.0,4.0,4.0,62
Adicto,136352,2020-04-10,"Fuerza Regida, ",11,Intro,Adicto,18 Llantas,36201,187789.0,132369.0,0.589,0.799,0.809,0.36,0.757,0.809,0.0,7.0,5.0,1.0,1.0,0.0,0.0629,0.0392,0.0363,0.843,0.457,0.606,0.821,0.000117,0.0,0.0944,0.0799,0.0593,0.207,0.897,0.924,155.18200000000004,107.46,112.622,3.0,3.0,4.0,53
Adoration,41312,2003-01-01,"Newsboys, ",10,He Reigns,You Are My King (Amazing Love),Great Is Your Faithfulness,295400,271226.0,197200.0,0.5579999999999999,0.468,0.5589999999999999,0.647,0.591,0.815,0.0,9.0,7.0,1.0,1.0,1.0,0.0471,0.03,0.0531,0.385,0.202,0.128,1.23e-06,0.0,0.0,0.0929,0.121,0.127,0.706,0.35700000000000004,0.722,182.453,147.85299999999995,97.952,4.0,4.0,4.0,44
Adventure,6202,2020-04-24,"Momoko Kikuchi, ",10,Overture,Adventure,Mou Aenai Kamo Shirenai,138558,278804.0,254331.0,0.416,0.6990000000000001,0.706,0.0784,0.421,0.522,9.0,6.0,0.0,0.0,0.0,0.0,0.0343,0.0367,0.0295,0.905,0.455,0.393,0.862,0.0105,0.000261,0.126,0.35600000000000004,0.247,0.184,0.7929999999999999,0.779,135.597,117.33,128.775,4.0,4.0,4.0,37
Advice - The 3rd Mini Album,11920,2021-05-18,"TAEMIN, ",5,Advice,Light,If I could tell you,191640,199786.0,197586.0,0.659,0.698,0.685,0.821,0.8220000000000001,0.753,9.0,8.0,8.0,0.0,0.0,1.0,0.0468,0.236,0.0696,0.406,0.111,0.713,0.0,0.0,0.00178,0.114,0.301,0.135,0.353,0.655,0.632,161.983,104.887,169.882,4.0,4.0,4.0,62
Adwaitham,116341,2012-12-13,"M. G. Sreekumar, K. S. Chithra, Sujatha, ",5,Mazhavilkkothumbil,Neelakkuyile Cholloo,Ambalappuzhe,279185,258962.0,306109.0,0.757,0.589,0.7170000000000001,0.542,0.491,0.44,6.0,9.0,9.0,0.0,1.0,1.0,0.035,0.053,0.0418,0.818,0.858,0.742,6.68e-05,9.89e-05,1.58e-05,0.442,0.514,0.321,0.87,0.862,0.7490000000000001,123.019,186.008,146.716,4.0,3.0,3.0,28
"Aegis Greatest Hits, Vol. 2",39356,2014-11-21,"Aegis, ",21,Awit At Pag-Ibig,I Love You Na Lang Sa Tago,Sundot,162713,235276.0,273020.0,0.379,0.563,0.403,0.57,0.397,0.402,0.0,9.0,4.0,1.0,1.0,1.0,0.0271,0.0301,0.0268,0.284,0.366,0.244,0.0,0.0,1.12e-05,0.0997,0.16899999999999998,0.317,0.386,0.398,0.333,145.346,120.164,69.127,4.0,3.0,4.0,37
Afrowave 2,121928,2018-07-06,"Afro B, ",9,One Time,Je T'aime (Kizomba),They Know,148317,190573.0,220003.0,0.83,0.716,0.634,0.7120000000000001,0.416,0.429,7.0,6.0,11.0,1.0,0.0,0.0,0.163,0.339,0.4270000000000001,0.0164,0.135,0.498,0.000257,0.000114,0.0,0.182,0.172,0.0998,0.482,0.4920000000000001,0.421,132.933,122.248,117.335,4.0,5.0,5.0,55
